name,id,date,text,polarity,retweet,fav,tag
pepsi,9.60333E+17,2/5/2018 2:02,b'This one goes out #ForTheFans of the @Patriots: get a chance to win a vintage helmet from our #PepsiHalftime giveaw\xe2\x80\xa6 https://t.co/oDEGmcybBF',4,6104,1645,4
pepsi,9.60329E+17,2/5/2018 1:49,"b""We're giving away 100 of these @jtimberlake #PepsiHalftime posters. RT this #SweepstakesEntry for your chance to wi\xe2\x80\xa6 https://t.co/dUH7qoGJcX""",0,6834,2313,4
pepsi,9.60326E+17,2/5/2018 1:37,b'This is the Pepsi commercial that just played for 30 seconds during #SBLII\xe2\x80\xa6right before @jtimberlake killed it duri\xe2\x80\xa6 https://t.co/EacTSYaD5H',-4,2647,11456,4
pepsi,9.60326E+17,2/5/2018 1:35,b'From the #PepsiHalftime show to your record player. RT this #SweepstakesEntry for a chance to win a set of\xe2\x80\xa6 https://t.co/eoWIhVfuXc',4,8771,3099,0
pepsi,9.60325E+17,2/5/2018 1:33,"b'These necklaces lit up #PepsiHalftime, and now we have them #ForTheFans. RT this #SweepstakesEntry for a chance to\xe2\x80\xa6 https://t.co/RvqrD102y8'",0,6530,1854,0
pepsi,9.60325E+17,2/5/2018 1:32,"b""Can't stop the feeling? RT this #SweepstakesEntry for a chance to win this pair of sneakers worn by @jtimberlake's\xe2\x80\xa6 https://t.co/tpG4PmCYw9""",4,7071,1997,4
pepsi,9.60324E+17,2/5/2018 1:28,b'#PepsiHalftime https://t.co/LJkEUBzbuq',0,751,1098,0
pepsi,9.60324E+17,2/5/2018 1:27,b'#PepsiHalftime https://t.co/xZA6E6zW8A',0,651,987,0
pepsi,9.60324E+17,2/5/2018 1:26,b'#PepsiHalftime https://t.co/jkd7MsnqRx',0,621,851,0
pepsi,9.60324E+17,2/5/2018 1:26,b'#PepsiHalftime https://t.co/h7NMQo7wep',0,623,850,0
pepsi,9.60323E+17,2/5/2018 1:24,"b'Sneakerheads, this #ForTheFans prize is for you! RT this #SweepstakesEntry for a chance to win a pair worn by one o\xe2\x80\xa6 https://t.co/5LaEQgYvOq'",4,6558,1742,4
pepsi,9.60323E+17,2/5/2018 1:23,"b'.@JTimberlake is a man of style, and we have that style #ForTheFans. RT this #SweepstakesEntry for a chance to win\xe2\x80\xa6 https://t.co/HJq8tT99JD'",4,6057,1635,4
pepsi,9.60322E+17,2/5/2018 1:20,b'#PepsiHalftime https://t.co/7I3XWJxIB4',0,775,982,0
pepsi,9.60322E+17,2/5/2018 1:19,"b'RT this #SweepstakesEntry for your chance to win the can @jimmyfallon held to announce the #PepsiHalftime show, sig\xe2\x80\xa6 https://t.co/N1X5yD4fvX'",4,8065,2628,4
pepsi,9.60322E+17,2/5/2018 1:19,"b""Want to take one of these miniature signed @JeffGordonWeb diecast cars for a spin? We're giving 5 away #ForTheFans\xe2\x80\xa6 https://t.co/JdtUhXgX7C""",0,7277,1998,4
pepsi,9.60316E+17,2/5/2018 0:53,"b""RT this as your #SweepstakesEntry to win a set of 4 limited edition vintage-inspired Pepsi posters! We're giving aw\xe2\x80\xa6 https://t.co/nHrqC150Um""",4,6624,1723,4
pepsi,9.60312E+17,2/5/2018 0:40,"b""He used it. He signed it. And now\xe2\x80\xa6we're giving it away #ForTheFans in our #PepsiHalftime giveaway. RT this\xe2\x80\xa6 https://t.co/l7ATl93euG""",0,6909,1859,4
pepsi,9.60306E+17,2/5/2018 0:15,b'This @jtimberlake #PepsiHalftime poster could be YOUR @jtimberlake #PepsiHalftime poster. RT this #SweepstakesEntry\xe2\x80\xa6 https://t.co/WeyTG4c0Dq',0,6604,2151,4
pepsi,9.60304E+17,2/5/2018 0:09,b'#IceCold is an idea we can get behind @mountaindew',-4,506,1122,0
pepsi,9.60302E+17,2/5/2018 0:00,"b""If you were waiting for a sign to enter the #PepsiHalftime giveaway, this is it. We've got 10 of these Pepsi LED si\xe2\x80\xa6 https://t.co/SvTXeZTkiR""",0,8838,2389,4
pepsi,9.60294E+17,2/4/2018 23:28,"b""It's pretty cool to watch your team play in their 10th Super Bowl. It's even cooler to watch them while winning 1 o\xe2\x80\xa6 https://t.co/saPtZf03ed""",4,6518,1712,4
pepsi,9.60291E+17,2/4/2018 23:15,"b""It's about that time...#SBLII https://t.co/zW0GZ9MHyD""",0,497,769,0
pepsi,9.60287E+17,2/4/2018 23:00,"b""Want a chance to win a limited edition @jtimberlake #PepsiHalftime poster? RT this #SweepstakesEntry. We're giving\xe2\x80\xa6 https://t.co/DF5to9dzST""",4,8425,3119,4
pepsi,9.60283E+17,2/4/2018 22:45,"b""Get a chance to chill with one of these Pepsi coolers. We've got 50 on ice as part of our #PepsiHalftime giveaway\xe2\x80\xa6 https://t.co/twARD63KcO""",0,13677,3615,4
pepsi,9.60279E+17,2/4/2018 22:30,b'RT this #SweepstakesEntry for a chance to win 1 of 15 Vintage @Patriots Head Coach Sweaters in our #ForTheFans\xe2\x80\xa6 https://t.co/u71nAVoTTB',4,9130,2526,4
pepsi,9.60276E+17,2/4/2018 22:15,b'Almost as hard as waiting for #PepsiHalftime https://t.co/z3iuQOhm0f',-4,418,699,0
elonmusk,9.6107E+17,2/7/2018 2:52,b'@VP @SpaceX Thank you on behalf of SpaceX',0,374,7514,4
elonmusk,9.61037E+17,2/7/2018 0:39,b'RT @TheFavoritist: Ohh my god @ChrisG_NSF &amp; @NASASpaceflight! Remote number one from Falcon Heavy! https://t.co/aj4ly8Cr5r',-4,10139,0,4
elonmusk,9.61025E+17,2/6/2018 23:53,b'On the rocket LZ https://t.co/UyiNd2fmi5',0,2426,22406,0
elonmusk,9.61007E+17,2/6/2018 22:40,b'Printed on the circuit board of a car in deep space https://t.co/8ZMJVUs4W1',0,16832,76924,0
elonmusk,9.60999E+17,2/6/2018 22:09,b'Currently over Australia \xf0\x9f\x87\xa6\xf0\x9f\x87\xba https://t.co/HAya3E6OEJ',0,45844,191747,0
elonmusk,9.60994E+17,2/6/2018 21:50,b'Live view of Starman https://t.co/gvSlztlE6l',4,26877,76625,4
elonmusk,9.60993E+17,2/6/2018 21:44,"b'View from SpaceX Launch Control. Apparently, there is a car in orbit around Earth. https://t.co/QljN2VnL1O'",4,179321,493425,4
elonmusk,9.60989E+17,2/6/2018 21:28,"b'Upper stage restart nominal, apogee raised to 7000 km. Will spend 5 hours getting zapped in Van Allen belts &amp; then\xe2\x80\xa6 https://t.co/XxL0fQhGZa'",0,15667,110179,4
elonmusk,9.60987E+17,2/6/2018 21:22,b'Rocket LZ 1 and 2 https://t.co/gckyKKIK4I',0,4097,31112,0
elonmusk,9.60983E+17,2/6/2018 21:06,b'RT @SpaceX: Falcon Heavy side cores have landed at SpaceX\xe2\x80\x99s Landing Zones 1 and 2. https://t.co/oMBqizqnpI',-4,78756,0,4
elonmusk,9.60976E+17,2/6/2018 20:37,b'Camera views from inside the payload fairing #FalconHeavy https://t.co/vQaz2yJ5yY',0,9016,44823,0
elonmusk,9.60951E+17,2/6/2018 19:00,"b'Ok, who leaked my selfie!? https://t.co/fYKXbix8jw'",4,38406,228122,0
elonmusk,9.60949E+17,2/6/2018 18:52,b'Launch auto-sequence initiated (aka the holy mouse-click) for 3:45 liftoff #FalconHeavy',0,10964,61913,0
elonmusk,9.60922E+17,2/6/2018 17:02,b'Upper atmosphere winds currently 20% above max allowable load. Holding for an hour to allow winds to diminish. #FalconHeavy',0,4074,35256,0
elonmusk,9.60916E+17,2/6/2018 16:38,b'Flight profile #FalconHeavy #SpaceX https://t.co/LlfWXqUaLP',0,25919,88037,0
elonmusk,9.60914E+17,2/6/2018 16:32,b'Live webcast of the launch at https://t.co/bDd3GxQXMC',4,8225,25312,0
elonmusk,9.60906E+17,2/6/2018 15:59,b'About 2.5 hours to T-0 for Falcon Heavy. Watch sim for highlight reel of what we hope happens. Car actually takes 6\xe2\x80\xa6 https://t.co/h6IVoJVr6d',-4,7692,33034,0
elonmusk,9.6059E+17,2/5/2018 19:03,b'All systems remain green for launch at 1:30pm EST tomorrow',-4,4382,31710,4
elonmusk,9.6058E+17,2/5/2018 18:24,b'Falcon Heavy sends a car to Mars https://t.co/Y7uBtU6Mt2',-4,16828,57569,4
elonmusk,9.6055E+17,2/5/2018 16:26,b'@JeffBezos @SpaceX @blueorigin Thanks \xf0\x9f\x98\x98',4,1720,22415,4
elonmusk,9.60401E+17,2/5/2018 6:34,b'Regular departures ... https://t.co/5GM9CbMewd',0,5449,40588,0
elonmusk,9.60401E+17,2/5/2018 6:33,b'https://t.co/nhB3gd0Gm6',0,13050,78627,0
elonmusk,9.60391E+17,2/5/2018 5:52,b'Starman in Red Roadster https://t.co/ou88RVHZ1Z',0,2383,16443,0
elonmusk,9.60366E+17,2/5/2018 4:15,b'Florida time',0,926,15711,0
elonmusk,9.60366E+17,2/5/2018 4:15,b'Falcon Heavy remains go for launch at 1:30pm on Tuesday',-4,7330,45612,4
elonmusk,9.60311E+17,2/5/2018 0:35,b'Mars Awaits https://t.co/ZDo1pjT6q4',0,2418,18833,0
elonmusk,9.60233E+17,2/4/2018 19:26,b'Pale blue dot https://t.co/KZj3I55EYl',-4,7096,30716,0
elonmusk,9.60197E+17,2/4/2018 17:02,"b'RT @physorg_com: Tesla, Australia to turn 50,000 homes into #power generators https://t.co/ng7C2wc06C'",0,2719,0,4
elonmusk,9.59903E+17,2/3/2018 21:34,b'Falcon Heavy launch simulation almost ready. Will be set to Bowie\xe2\x80\x99s Life on Mars.',0,7633,67026,0
elonmusk,9.59633E+17,2/3/2018 3:40,b'Customs problem solved! https://t.co/6D0Fbm8NFI',0,14728,97620,4
elonmusk,9.59586E+17,2/3/2018 0:33,b'Or maybe \xe2\x80\x9cTemperature Enhancement Device\xe2\x80\x9d',0,12029,116349,0
elonmusk,9.59556E+17,2/2/2018 22:34,"b'Apparently, some customs agencies are saying they won\xe2\x80\x99t allow shipment of anything called a \xe2\x80\x9cFlamethrower\xe2\x80\x9d. To solv\xe2\x80\xa6 https://t.co/OCtjvdXo95'",4,80710,391822,-4
elonmusk,9.59483E+17,2/2/2018 17:44,"b'@TheTeslaShow Early access build and especially Dev build are feature-rich, but the features aren\xe2\x80\x99t reliable enough yet'",4,59,1713,0
elonmusk,9.59481E+17,2/2/2018 17:38,b'@mrvergona Release candidate in final testing phase',0,31,541,0
elonmusk,9.59476E+17,2/2/2018 17:17,b'@AdamyanMichael No',0,17,350,0
elonmusk,9.59283E+17,2/2/2018 4:30,b'@TheEnderCobra I think we\xe2\x80\x99ve figured it out',0,36,716,0
elonmusk,9.59042E+17,2/1/2018 12:32,b'@shannonNullCode Yes',0,19,1040,0
elonmusk,9.59039E+17,2/1/2018 12:22,"b'Small detail, but each one will come with a serial number from 1 to 20,000 https://t.co/ZBYEYO6zqu'",-4,2247,34119,0
elonmusk,9.58937E+17,2/1/2018 5:37,b'@AndrewGHobden A snowthrower would be really fun',4,442,8804,4
elonmusk,9.58933E+17,2/1/2018 5:19,b'All flamethrowers will ship with a complimentary boring fire extinguisher',-4,13857,125319,0
elonmusk,9.58932E+17,2/1/2018 5:15,b'Flamethrowers sold out',0,21826,159087,0
elonmusk,9.58873E+17,2/1/2018 1:21,b'@chandlerriggs @TheWalkingDead Of course',0,70,1501,0
elonmusk,9.58848E+17,1/31/2018 23:43,b'@almeidagoncalo Yes',0,41,1680,0
elonmusk,9.58848E+17,1/31/2018 23:41,"b'This rocket was meant to test very high retrothrust landing in water so it didn\xe2\x80\x99t hurt the droneship, but amazingly\xe2\x80\xa6 https://t.co/wAIBtlLyTz'",4,6315,52274,4
elonmusk,9.58846E+17,1/31/2018 23:34,"b'@omaruddin @stevewoz @Tesla @businessinsider Woz is a lovable, fuzzy bear \xf0\x9f\x90\xbb'",4,324,4266,4
elonmusk,9.58845E+17,1/31/2018 23:31,b'@TheWalkingDead @chandlerriggs From the world\xe2\x80\x99s leading experts in zombie defense',0,720,10862,0
elonmusk,9.58825E+17,1/31/2018 22:11,b'@SpaceX Now that\xe2\x80\x99s a real flamethrower \xe2\x80\xa6',4,3080,41475,0
elonmusk,9.58825E+17,1/31/2018 22:10,b'RT @SpaceX: Successful deployment of GovSat-1 to a Geostationary Transfer Orbit confirmed. https://t.co/0D3h7hR7YF',4,1938,0,4
elonmusk,9.58803E+17,1/31/2018 20:42,b'RT @SpaceX: T-60 minutes until Falcon 9 launch of GovSat-1. Launch webcast will go live about 15 minutes before liftoff \xe2\x86\x92 https://t.co/gtC3\xe2\x80\xa6',4,1694,0,0
elonmusk,9.58569E+17,1/31/2018 5:12,b'https://t.co/LYJOL0T7sC',0,3685,25513,0
elonmusk,9.58501E+17,1/31/2018 0:43,b'Falcon Heavy in foreground on Launch Complex 39A and Falcon 9 in background on 40 https://t.co/GiZL3SSE4A',-4,2292,17489,0
elonmusk,9.58371E+17,1/30/2018 16:08,b'15k',0,815,19798,0
elonmusk,9.58083E+17,1/29/2018 21:04,b'@SunDogz ~3k',0,29,1233,0
elonmusk,9.58083E+17,1/29/2018 21:02,b'@TheOnion So hard to keep future product releases secret',-4,5758,48085,0
elonmusk,9.58081E+17,1/29/2018 20:56,b'10k',0,794,21090,0
elonmusk,9.58047E+17,1/29/2018 18:41,"b'@HarisCelic For sure, and it keeps you warm at the same time'",4,127,4232,4
elonmusk,9.58044E+17,1/29/2018 18:29,b'@JosephHuberman @Tesla Coming soon',0,12,463,0
elonmusk,9.5779E+17,1/29/2018 1:40,b'@DuvalMagic Sure',4,154,4428,0
elonmusk,9.57789E+17,1/29/2018 1:32,b'@JeremyHeitman Sentience is overrated',0,209,2698,0
elonmusk,9.57787E+17,1/29/2018 1:27,"b'But wait, there\xe2\x80\x99s more: the flamethrower is sentient, its safe word is \xe2\x80\x9ccryptocurrency\xe2\x80\x9d and it comes with a free blockchain'",4,19647,120087,4
elonmusk,9.57709E+17,1/28/2018 20:15,b'@jlgolson Ok',4,23,658,0
elonmusk,9.57605E+17,1/28/2018 13:25,b'@andressa_ojeda @franke @boringcompany Hmm ... portal gun. Now that would be interesting.',4,315,3476,4
elonmusk,9.57504E+17,1/28/2018 6:40,b'You\xe2\x80\x99d need millions of zombies for a so-called \xe2\x80\x9capocalypse\xe2\x80\x9d anyway. Where would I even get a factory big enough to make so many!?',4,17000,121795,4
elonmusk,9.57494E+17,1/28/2018 6:03,b'The rumor that I\xe2\x80\x99m secretly creating a zombie apocalypse to generate demand for flamethrowers is completely false',-4,105198,390236,0
elonmusk,9.57494E+17,1/28/2018 6:00,b'@franke @boringcompany Good thing you didn\xe2\x80\x99t ask about the Freezegun ...',4,48,869,0
elonmusk,9.57494E+17,1/28/2018 6:00,b'@franke @boringcompany Hmmm',0,109,3295,0
elonmusk,9.57476E+17,1/28/2018 4:52,b'Unless you like fun',4,15914,99843,4
elonmusk,9.5747E+17,1/28/2018 4:26,"b'Obviously, a flamethrower is a super terrible idea. Definitely don\xe2\x80\x99t buy one.'",-4,21222,121261,0
elonmusk,9.5745E+17,1/28/2018 3:07,"b'1,000 ordered already, only 19,000 left!'",0,2704,45978,0
elonmusk,9.57442E+17,1/28/2018 2:35,"b'When the zombie apocalypse happens, you\xe2\x80\x99ll be glad you bought a flamethrower. Works against hordes of the undead or your money back!'",4,29878,149688,4
elonmusk,9.57426E+17,1/28/2018 1:32,b'Don\xe2\x80\x99t do this https://t.co/e0q6ax60k5',0,3801,20569,0
elonmusk,9.57422E+17,1/28/2018 1:14,b'@MKBHD ATF says any flamethrower with a flame shorter than 10 ft is A-ok. Our design is max fun for least danger. I\xe2\x80\xa6 https://t.co/sAp9NUdNzf',0,826,9734,0
elonmusk,9.57417E+17,1/28/2018 0:55,b'Great for roasting nuts \xf0\x9f\x94\xa5 \xf0\x9f\xa5\x9c https://t.co/MGmkSJhIyx',4,1453,14231,4
elonmusk,9.57415E+17,1/28/2018 0:47,b'The Boring Company flamethrower guaranteed to liven up any party! \nhttps://t.co/n2FiZimJia',-4,11756,43024,4
elonmusk,9.57414E+17,1/28/2018 0:42,b'Say hello to my little friend \xe2\x80\xa6 https://t.co/OYg4qhF4Ea',-4,1716,14507,0
elonmusk,9.57361E+17,1/27/2018 21:15,b'Aiming for first flight of Falcon Heavy on Feb 6 from Apollo launchpad 39A at Cape Kennedy. Easy viewing from the public causeway.',4,12321,62231,4
elonmusk,9.56246E+17,1/24/2018 19:23,"b'RT @nova_road: My raw video of the #SpaceX Falcon Heavy static-fire at Kennedy Space Center. Come for the cloud plumes, stay for the sound.\xe2\x80\xa6'",-4,4658,0,0
elonmusk,9.56234E+17,1/24/2018 18:35,b'Falcon Heavy hold-down firing this morning was good. Generated quite a thunderhead of steam. Launching in a week or\xe2\x80\xa6 https://t.co/2e6EEIKZw4',4,15421,89677,4
elonmusk,9.54111E+17,1/18/2018 21:57,"b""RT @business: Alibaba's artificial intelligence has scored better than humans in a Stanford reading test https://t.co/BIQuU3vhJ1 https://t.\xe2\x80\xa6""",-4,2084,0,4
elonmusk,9.54074E+17,1/18/2018 19:32,b'@sallyshin Check https://t.co/Il3CWSTPXR for updates',0,55,1247,0
elonmusk,9.52964E+17,1/15/2018 18:01,"b""RT @AnthonyLacavera: Safe #AI for all, @elonmusk's @OpenAI is looking to expand its team &amp; continue on its goal of creating AI that does no\xe2\x80\xa6""",4,1355,0,0
elonmusk,9.52754E+17,1/15/2018 4:07,b'@Davidburrusdds Done',0,28,577,0
elonmusk,9.52751E+17,1/15/2018 3:53,b'@thenosyt Definitely. You will be able to do pretty much anything via voice command. Software team is focused on co\xe2\x80\xa6 https://t.co/Jt5hQoKqGC',4,82,691,0
elonmusk,9.52049E+17,1/13/2018 5:25,b'@DanielleFong @YoungTreeGrower @TylerDoor @ID_AA_Carmack There aren\xe2\x80\x99t even good normal parties in Silicon Valley!',4,119,1005,0
elonmusk,9.51894E+17,1/12/2018 19:09,"b'@ID_AA_Carmack @DanielleFong Actually, you can upgrade the battery pack for a huge improvement in range and some im\xe2\x80\xa6 https://t.co/qaSM83VkwK'",4,47,562,4
elonmusk,9.50799E+17,1/9/2018 18:37,b'@Mister_Millard @Tesla That sounds cool. Will do.',4,60,1181,4
elonmusk,9.506E+17,1/9/2018 5:29,b'@PPathole @Tesla @Teslarati @MKBHD Fixed in next release',4,220,8909,4
elonmusk,9.50416E+17,1/8/2018 17:17,"b'Long exposure of rocket ascent, reentry from space and landing burn. (Credit @johnkrausphotos) https://t.co/X24k3han8M'",-4,3518,22626,0
elonmusk,9.50191E+17,1/8/2018 2:24,b'RT @SpaceX: Falcon 9 first stage has landed at Landing Zone 1. https://t.co/679wN4F8kX',4,5537,0,4
elonmusk,9.49859E+17,1/7/2018 4:24,b'@omerldiri @Tesla Good idea. We can just have the menu pop up as soon as you put the car into park.',4,132,4813,4
elonmusk,9.49846E+17,1/7/2018 3:33,b'@yoda Of course. And an outdoor screen that plays a highlight reel of the best scenes in movie history.',4,141,4139,4
elonmusk,9.49838E+17,1/7/2018 3:00,b'@mhmtkcn Near 405',4,31,1182,0
elonmusk,9.49831E+17,1/7/2018 2:33,"b'Gonna put an old school drive-in, roller skates &amp; rock restaurant at one of the new Tesla Supercharger locations in LA'",4,18945,195544,4
elonmusk,9.49094E+17,1/5/2018 1:44,b'RT @ElectrekCo: Watch a Tesla Model X all-electric SUV tow a semi truck stuck in the snow https://t.co/HR9WbuoBTh https://t.co/5kqnXhbHpz',0,7644,0,0
elonmusk,9.49076E+17,1/5/2018 0:30,b'https://t.co/3k71xzDIP1',0,4456,31164,0
elonmusk,9.49075E+17,1/5/2018 0:30,b'Falcon Heavy goes vertical https://t.co/uG1k0WISv1',-4,17576,96390,0
elonmusk,9.4847E+17,1/3/2018 8:22,b'Using a neural net to detect rain using cameras (no dedicated rain or sun sensors). Computers are very patient. \nhttps://t.co/YM0tQ6vLOV',4,2693,19799,4
elonmusk,9.48428E+17,1/3/2018 5:38,b'Come work at the biggest &amp; most advanced factory on Earth! Located by a river near the beautiful Sierra Nevada moun\xe2\x80\xa6 https://t.co/ydi2rIRPhF',4,8585,60695,4
elonmusk,9.48427E+17,1/3/2018 5:31,b'RT @SpaceX: More photos of Falcon Heavy on the launch pad \xe2\x86\x92 https://t.co/095WHX44BX https://t.co/Z5aE1BUFSt',4,7053,0,0
elonmusk,9.45815E+17,12/27/2017 0:32,b'@neilsiegel @Tesla Coming very soon',4,76,2623,4
elonmusk,9.4575E+17,12/26/2017 20:14,b'@Kreative Vastly better maps/nav coming soon',4,94,3300,4
elonmusk,9.45749E+17,12/26/2017 20:10,b'@dd_hogan Ok',4,109,3115,0
mtbarra,7.71337E+17,9/1/2016 13:20,b'I enjoyed talking with employees during @GM\xe2\x80\x99s Global Safety Week activities at the @GMRenCen yesterday. https://t.co/UCatEBu6OJ',4,28,112,4
mtbarra,7.69197E+17,8/26/2016 15:38,"b""On #WomensEqualityDay, we're proud to sign the @WhiteHouse #EqualPay pledge. A diverse workforce benefits customers. https://t.co/opAiXPsVpB""",4,40,96,4
mtbarra,7.6708E+17,8/20/2016 19:25,"b'Enjoying #woodwarddreamcruise, celebrating 50 #camaro https://t.co/XTdGaaAlTd'",4,21,132,4
mtbarra,7.66335E+17,8/18/2016 18:06,b'Wonderful to see so many @GM employees come out to help transform Cody Rouge this week. #teamGMCares https://t.co/enBGrbRVUo',4,14,75,4
mtbarra,7.65226E+17,8/15/2016 16:37,b'Great cars with great people. I can\xe2\x80\x99t wait for Woodward this weekend! https://t.co/CcBJ0Um5qi',4,16,56,4
mtbarra,7.63807E+17,8/11/2016 18:38,"b'A good read about @Cruise &amp; @GM, and the future of personal mobility. https://t.co/Iisi4EbE12'",4,37,68,4
mtbarra,7.63388E+17,8/10/2016 14:54,"b'@HurleyJeffrey Great question, Jeff. I know the team is looking into setting up a meet and greet at the Arizona center.'",4,2,3,4
mtbarra,7.62995E+17,8/9/2016 12:52,b'#GameChanger https://t.co/9CwTzM35je',4,35,83,4
mtbarra,7.62678E+17,8/8/2016 15:51,b'Proud of Uwe and the entire team as they reinvent @Cadillac. https://t.co/Bd6mlxACxf',4,9,27,4
mtbarra,7.61563E+17,8/5/2016 14:02,b'I agree \xe2\x80\x93 it all starts with a goal. What\xe2\x80\x99s yours? https://t.co/Nw1sAUZHnM',0,20,68,0
mtbarra,7.583E+17,7/27/2016 13:56,b'Time well spent at GM\xe2\x80\x99s new executive orientation where I met with 70 of our newest leaders. https://t.co/MUirlBQgDj',4,12,116,4
mtbarra,7.56538E+17,7/22/2016 17:13,b'I discussed working together on cybersecurity to achieve what none of us can do on our own. #BillingtonSummit https://t.co/c9KFzDg18W',4,25,88,4
mtbarra,7.56221E+17,7/21/2016 20:14,"b""Best part of yesterday's safety video taping was meeting employees from our D\xe2\x80\x99ham, Pontiac and Lake Orion plants. https://t.co/NbBGlQy75H""",4,11,65,4
mtbarra,7.56126E+17,7/21/2016 13:57,"b'RT @GM: Based on strong results, $GM announced it is raising earnings per share-diluted-adj guidance to $5.50-$6.00, up $.25 https://t.co/m\xe2\x80\xa6'",4,54,0,4
mtbarra,7.55771E+17,7/20/2016 14:28,b'@RachaelAptowitz Great to join you. Have an amazing couple days making a difference. Proud of GM2020 for helping us build a winning culture.',4,2,7,4
mtbarra,7.55083E+17,7/18/2016 16:53,b'On Thursday I talked about GM careers with a few of our interns. Looking forward to meeting more interns this week! https://t.co/AKhHLoK6DR',4,17,118,4
mtbarra,7.52611E+17,7/11/2016 21:11,b'Here\xe2\x80\x99s to 50 more! https://t.co/TPH76VALsb',4,27,72,4
mtbarra,7.52551E+17,7/11/2016 17:11,"b'Congratulations, Darvell! https://t.co/u8UAiswDqg'",0,5,32,4
mtbarra,7.50354E+17,7/5/2016 15:40,"b'Safety, Diversity, Drive. These are just a few things that I believe make #WhereIWork great. https://t.co/nI8hHMxFJy'",4,25,69,4
mtbarra,7.50001E+17,7/4/2016 16:20,b'Happy Fourth of July! https://t.co/EPJXGPVMMB',4,12,52,4
mtbarra,7.47804E+17,6/28/2016 14:49,b'We\xe2\x80\x99ve got a talented team at @GM. Keep up the hard work! https://t.co/JKXCBIDNwS',4,19,67,4
mtbarra,7.46327E+17,6/24/2016 12:58,b'It was good to meet @DebbieHersman. We had a meaningful discussion about different ways to improve safety. https://t.co/wfu6ovPbpN',4,26,91,4
mtbarra,7.45974E+17,6/23/2016 13:36,b'Proud of our new EVP of global manufacturing and labor relations: Alicia Boler-Davis. #LeanInTogether https://t.co/9bddDw28AJ',4,29,128,4
mtbarra,7.45974E+17,6/23/2016 13:35,"b'A mentor who challenged me, cheered for me &amp; inspired me: @Cheri_cheralex Celebrate women who #LeanInTogether w/ you https://t.co/g65rFQRNbT'",0,27,114,4
mtbarra,7.45386E+17,6/21/2016 22:41,"b'Good to meet our inaugural @GM Take 2 interns, a talented group of experienced engineers. https://t.co/wcKbWYyVC5'",4,13,68,4
mtbarra,7.45004E+17,6/20/2016 21:21,b'@StanfordRock @StanfordLaw It was great to be with you today. Enjoy the remainder of the conference.',4,0,6,4
mtbarra,7.44566E+17,6/19/2016 16:23,"b'To the best dad ever, who encouraged me to pursue my love of math. Miss\nyou, Dad. https://t.co/YkdoqITG2s'",4,25,181,4
mtbarra,7.43586E+17,6/16/2016 23:28,"b'Thanks @sdadich for the lively chat about #BoltEV, autonomous cars &amp; the future of mobility. #WIREDBizCon https://t.co/gpcGZJonxp'",4,24,63,4
mtbarra,7.43125E+17,6/15/2016 16:55,b'#lovewins https://t.co/PB3fGrLmh4',0,46,95,4
mtbarra,7.42813E+17,6/14/2016 20:17,b'Education can change the world! Here\xe2\x80\x99s to the next generation of women leaders. #StateofWomen',0,21,63,4
mtbarra,7.42685E+17,6/14/2016 11:49,b'Enjoyed giving the commencement address at @StanfordBiz on Saturday. Here is some of my advice to the class of 2016. https://t.co/6UEAjE7uwx',4,57,104,4
mtbarra,7.41407E+17,6/10/2016 23:09,b'@MayaSLuke It was great to visit the @lyft offices this afternoon. Always exciting to talk about the future of personal mobility.',4,3,15,4
mtbarra,7.41406E+17,6/10/2016 23:05,"b'Terrific talking with the @lyft team today. @johnzimmer &amp; @logangreen, loved your new offices. Great visit! https://t.co/3ZLwOzJmCF'",4,28,124,4
mtbarra,7.41345E+17,6/10/2016 19:03,"b'Great morning with @kvogt, @danielkan and the Cruise team. And riding around San Francisco in an autonomous BOLT EV. https://t.co/sNiEaVc17z'",4,82,173,4
mtbarra,7.41318E+17,6/10/2016 17:14,b'Excellent start to the day \xe2\x80\x93 breakfast with some of the brightest minds: @StanfordBiz students. https://t.co/mdjJ3z0IOG',4,23,103,4
mtbarra,7.39882E+17,6/6/2016 18:10,b'@moiraforbes Thank you \xe2\x80\x93 I\xe2\x80\x99m grateful for a terrific team. It\xe2\x80\x99s an exciting time to be redefining personal mobility.',4,4,10,4
mtbarra,7.38818E+17,6/3/2016 19:42,b'It was great to welcome Sec. @PennyPritzker to the @GMRenCen today to chat about @GM\xe2\x80\x99s future of mobility. https://t.co/PILTTUbfxo',4,15,63,4
mtbarra,7.38808E+17,6/3/2016 19:01,b'Congratulations @OSUEcoCar! All the teams did an excellent job this year. https://t.co/Ybvud4hlOz',4,10,36,4
mtbarra,7.38167E+17,6/2/2016 0:36,b'Congratulations to @safekids. We look forward to continuing the partnership. https://t.co/7vUt0c3lHg',0,11,34,4
mtbarra,7.37318E+17,5/30/2016 16:19,"b""RT @GM: Today, we honor the memory of our nation's soldiers and the sacrifices they make. #MemorialDay https://t.co/65NrKkIv71""",0,117,0,4
mtbarra,7.36715E+17,5/29/2016 0:25,b'Excited to be at the 100th #Indy500 #Chevy https://t.co/J2Ohjw5cmp',4,90,365,4
mtbarra,7.32616E+17,5/17/2016 16:58,b'Our Global Propulsion Systems team asked great questions at today\xe2\x80\x99s town hall. It was good to be back in Pontiac! https://t.co/U8c9vOsvDp',4,18,70,4
